#  E (eV)   dos(E)     Int dos(E) EFermi =    9.246 eV
   2.600  0.2230E+00  0.2404E+02
   2.700  0.4963E+00  0.2409E+02
   2.800  0.8709E+00  0.2417E+02
   2.900  0.1276E+01  0.2430E+02
   3.000  0.1668E+01  0.2447E+02
   3.100  0.1981E+01  0.2467E+02
   3.200  0.2360E+01  0.2490E+02
   3.300  0.2627E+01  0.2516E+02
   3.400  0.2737E+01  0.2544E+02
   3.500  0.2581E+01  0.2570E+02
   3.600  0.2116E+01  0.2591E+02
   3.700  0.1687E+01  0.2608E+02
   3.800  0.1357E+01  0.2621E+02
   3.900  0.1334E+01  0.2635E+02
   4.000  0.1481E+01  0.2649E+02
   4.100  0.1565E+01  0.2665E+02
   4.200  0.1337E+01  0.2678E+02
   4.300  0.1044E+01  0.2689E+02
   4.400  0.9380E+00  0.2698E+02
   4.500  0.9412E+00  0.2708E+02
   4.600  0.9980E+00  0.2718E+02
   4.700  0.9471E+00  0.2727E+02
   4.800  0.8518E+00  0.2736E+02
   4.900  0.8815E+00  0.2744E+02
   5.000  0.9849E+00  0.2754E+02
   5.100  0.1226E+01  0.2767E+02
   5.200  0.1480E+01  0.2781E+02
   5.300  0.1602E+01  0.2797E+02
   5.400  0.1652E+01  0.2814E+02
   5.500  0.1466E+01  0.2829E+02
   5.600  0.1176E+01  0.2840E+02
   5.700  0.1248E+01  0.2853E+02
   5.800  0.1620E+01  0.2869E+02
   5.900  0.1745E+01  0.2886E+02
   6.000  0.1571E+01  0.2902E+02
   6.100  0.1553E+01  0.2918E+02
   6.200  0.1734E+01  0.2935E+02
   6.300  0.1780E+01  0.2953E+02
   6.400  0.1757E+01  0.2970E+02
   6.500  0.1920E+01  0.2990E+02
   6.600  0.2172E+01  0.3011E+02
   6.700  0.2380E+01  0.3035E+02
   6.800  0.2362E+01  0.3059E+02
   6.900  0.2169E+01  0.3080E+02
   7.000  0.2340E+01  0.3104E+02
   7.100  0.2657E+01  0.3130E+02
   7.200  0.2818E+01  0.3159E+02
   7.300  0.2897E+01  0.3188E+02
   7.400  0.2826E+01  0.3216E+02
   7.500  0.2972E+01  0.3246E+02
   7.600  0.3316E+01  0.3279E+02
   7.700  0.3559E+01  0.3314E+02
   7.800  0.3777E+01  0.3352E+02
   7.900  0.3738E+01  0.3389E+02
   8.000  0.3246E+01  0.3422E+02
   8.100  0.2809E+01  0.3450E+02
   8.200  0.2642E+01  0.3476E+02
   8.300  0.2306E+01  0.3499E+02
   8.400  0.1948E+01  0.3519E+02
   8.500  0.1669E+01  0.3536E+02
   8.600  0.1452E+01  0.3550E+02
   8.700  0.1291E+01  0.3563E+02
   8.800  0.1101E+01  0.3574E+02
   8.900  0.9290E+00  0.3583E+02
   9.000  0.7490E+00  0.3591E+02
   9.100  0.5286E+00  0.3596E+02
   9.200  0.2831E+00  0.3599E+02
   9.300  0.9033E-01  0.3600E+02
   9.400  0.1415E-01  0.3600E+02
   9.500  0.9452E-03  0.3600E+02
   9.600  0.2458E-04  0.3600E+02
   9.700  0.2369E-06  0.3600E+02
   9.800  0.8246E-09  0.3600E+02
   9.900  0.1020E-11  0.3600E+02
  10.000  0.4442E-15  0.3600E+02
  10.100  0.7749E-19  0.3600E+02
  10.200  0.6445E-16  0.3600E+02
  10.300  0.1413E-12  0.3600E+02
  10.400  0.1051E-09  0.3600E+02
  10.500  0.2654E-07  0.3600E+02
  10.600  0.2275E-05  0.3600E+02
  10.700  0.6623E-04  0.3600E+02
  10.800  0.6555E-03  0.3600E+02
  10.900  0.2250E-02  0.3600E+02
  11.000  0.3281E-02  0.3600E+02
  11.100  0.5135E-02  0.3600E+02
  11.200  0.1127E-01  0.3600E+02
  11.300  0.2074E-01  0.3600E+02
  11.400  0.3105E-01  0.3601E+02
  11.500  0.3761E-01  0.3601E+02
  11.600  0.2626E-01  0.3601E+02
  11.700  0.1903E-01  0.3602E+02
  11.800  0.4338E-01  0.3602E+02
  11.900  0.8023E-01  0.3603E+02
  12.000  0.8284E-01  0.3604E+02
  12.100  0.6989E-01  0.3604E+02
  12.200  0.6992E-01  0.3605E+02
  12.300  0.8484E-01  0.3606E+02
  12.400  0.1064E+00  0.3607E+02
  12.500  0.1243E+00  0.3608E+02
  12.600  0.1436E+00  0.3610E+02
  12.700  0.1810E+00  0.3611E+02
  12.800  0.2045E+00  0.3613E+02
  12.900  0.1449E+00  0.3615E+02
  13.000  0.1420E+00  0.3616E+02
  13.100  0.2838E+00  0.3619E+02
  13.200  0.4318E+00  0.3624E+02
  13.300  0.5101E+00  0.3629E+02
  13.400  0.6868E+00  0.3635E+02
  13.500  0.9899E+00  0.3645E+02
  13.600  0.1245E+01  0.3658E+02
  13.700  0.1406E+01  0.3672E+02
  13.800  0.1397E+01  0.3686E+02
  13.900  0.1342E+01  0.3699E+02
  14.000  0.1452E+01  0.3714E+02
  14.100  0.1584E+01  0.3730E+02
  14.200  0.1567E+01  0.3745E+02
  14.300  0.1578E+01  0.3761E+02
  14.400  0.1624E+01  0.3777E+02
  14.500  0.1844E+01  0.3796E+02
  14.600  0.2069E+01  0.3816E+02
  14.700  0.2110E+01  0.3838E+02
  14.800  0.1863E+01  0.3856E+02
  14.900  0.1730E+01  0.3874E+02
  15.000  0.1942E+01  0.3893E+02
  15.100  0.1918E+01  0.3912E+02
  15.200  0.1656E+01  0.3929E+02
  15.300  0.1364E+01  0.3942E+02
  15.400  0.1236E+01  0.3955E+02
  15.500  0.1292E+01  0.3968E+02
  15.600  0.1347E+01  0.3981E+02
  15.700  0.1182E+01  0.3993E+02
  15.800  0.8739E+00  0.4002E+02
  15.900  0.8157E+00  0.4010E+02
  16.000  0.9511E+00  0.4019E+02
  16.100  0.1211E+01  0.4031E+02
  16.200  0.1413E+01  0.4046E+02
  16.300  0.1613E+01  0.4062E+02
  16.400  0.1829E+01  0.4080E+02
  16.500  0.1909E+01  0.4099E+02
  16.600  0.2046E+01  0.4120E+02
  16.700  0.2292E+01  0.4142E+02
  16.800  0.2551E+01  0.4168E+02
  16.900  0.2955E+01  0.4197E+02
  17.000  0.3556E+01  0.4233E+02
  17.100  0.3931E+01  0.4272E+02
  17.200  0.3596E+01  0.4308E+02
  17.300  0.2751E+01  0.4336E+02
  17.400  0.1979E+01  0.4356E+02
  17.500  0.1319E+01  0.4369E+02
  17.600  0.7893E+00  0.4377E+02
  17.700  0.5492E+00  0.4382E+02
  17.800  0.5126E+00  0.4387E+02
  17.900  0.7094E+00  0.4394E+02
  18.000  0.1000E+01  0.4404E+02
  18.100  0.1138E+01  0.4416E+02
  18.200  0.1161E+01  0.4427E+02
  18.300  0.1205E+01  0.4439E+02
  18.400  0.1377E+01  0.4453E+02
  18.500  0.1797E+01  0.4471E+02
  18.600  0.2377E+01  0.4495E+02
  18.700  0.2736E+01  0.4522E+02
  18.800  0.2928E+01  0.4552E+02
  18.900  0.3253E+01  0.4584E+02
  19.000  0.3329E+01  0.4617E+02
  19.100  0.3055E+01  0.4648E+02
  19.200  0.2863E+01  0.4677E+02
  19.300  0.2697E+01  0.4704E+02
  19.400  0.2361E+01  0.4727E+02
  19.500  0.2030E+01  0.4747E+02
  19.600  0.1903E+01  0.4766E+02
  19.700  0.1720E+01  0.4784E+02
  19.800  0.1522E+01  0.4799E+02
  19.900  0.1501E+01  0.4814E+02
  20.000  0.1645E+01  0.4830E+02
