# energy grid [eV]     epsi_x  epsi_y  epsi_z
#
    0.050000000    0.001179972    0.001317272    0.001280565
    0.060000000    0.001416253    0.001581094    0.001536994
    0.070000000    0.001652691    0.001845115    0.001793595
    0.080000000    0.001889312    0.002109371    0.002050398
    0.090000000    0.002126141    0.002373895    0.002307431
    0.100000000    0.002363207    0.002638720    0.002564723
    0.110000000    0.002600535    0.002903880    0.002822304
    0.120000000    0.002838151    0.003169411    0.003080203
    0.130000000    0.003076083    0.003435345    0.003338449
    0.140000000    0.003314357    0.003701718    0.003597072
    0.150000000    0.003553001    0.003968565    0.003856102
    0.160000000    0.003792042    0.004235919    0.004115568
    0.170000000    0.004031506    0.004503817    0.004375501
    0.180000000    0.004271422    0.004772294    0.004635931
    0.190000000    0.004511817    0.005041385    0.004896888
    0.200000000    0.004752719    0.005311126    0.005158403
    0.210000000    0.004994156    0.005581555    0.005420508
    0.220000000    0.005236156    0.005852706    0.005683232
    0.230000000    0.005478749    0.006124618    0.005946609
    0.240000000    0.005721962    0.006397327    0.006210668
    0.250000000    0.005965826    0.006670872    0.006475443
    0.260000000    0.006210368    0.006945290    0.006740966
    0.270000000    0.006455620    0.007220620    0.007007269
    0.280000000    0.006701610    0.007496900    0.007274385
    0.290000000    0.006948370    0.007774171    0.007542347
    0.300000000    0.007195929    0.008052471    0.007811190
    0.310000000    0.007444319    0.008331842    0.008080947
    0.320000000    0.007693571    0.008612324    0.008351653
    0.330000000    0.007943716    0.008893959    0.008623342
    0.340000000    0.008194788    0.009176789    0.008896050
    0.350000000    0.008446817    0.009460856    0.009169812
    0.360000000    0.008699838    0.009746203    0.009444665
    0.370000000    0.008953883    0.010032875    0.009720646
    0.380000000    0.009208987    0.010320916    0.009997791
    0.390000000    0.009465183    0.010610371    0.010276138
    0.400000000    0.009722507    0.010901287    0.010555726
    0.410000000    0.009980993    0.011193709    0.010836593
    0.420000000    0.010240678    0.011487686    0.011118778
    0.430000000    0.010501598    0.011783266    0.011402322
    0.440000000    0.010763789    0.012080497    0.011687266
    0.450000000    0.011027291    0.012379430    0.011973650
