# Ecut(Ry)	Energy(Ry)
20		-611.50339114
30		-612.15098797
40		-612.35802979
50		-612.41782786
60		-612.42095989
70		-612.42591267
80		-612.42705217
90		-612.42726282
100		-612.42766570
