# energy grid [eV]     ieps_x  ieps_y  ieps_z
#
    0.050000000    6.732857486    6.737227188    6.903042903
    0.060000000    6.732336228    6.736701415    6.902506256
    0.070000000    6.731747585    6.736107679    6.901900225
    0.080000000    6.731095667    6.735450130    6.901229040
    0.090000000    6.730383310    6.734731628    6.900495616
    0.100000000    6.729612481    6.733954161    6.899701975
    0.110000000    6.728784569    6.733119134    6.898849544
    0.120000000    6.727900582    6.732227565    6.897939358
    0.130000000    6.726961274    6.731280218    6.896972188
    0.140000000    6.725967227    6.730277683    6.895948631
    0.150000000    6.724918908    6.729220434    6.894869161
    0.160000000    6.723816705    6.728108867    6.893734176
    0.170000000    6.722660953    6.726943321    6.892544014
    0.180000000    6.721451949    6.725724101    6.891298976
    0.190000000    6.720189965    6.724451484    6.889999339
    0.200000000    6.718875255    6.723125731    6.888645358
    0.210000000    6.717508064    6.721747093    6.887237281
    0.220000000    6.716088629    6.720315812    6.885775345
    0.230000000    6.714617182    6.718832128    6.884259784
    0.240000000    6.713093955    6.717296278    6.882690831
    0.250000000    6.711519178    6.715708499    6.881068718
    0.260000000    6.709893085    6.714069031    6.879393678
    0.270000000    6.708215910    6.712378114    6.877665946
    0.280000000    6.706487890    6.710635993    6.875885760
    0.290000000    6.704709265    6.708842915    6.874053361
    0.300000000    6.702880279    6.706999130    6.872168993
    0.310000000    6.701001181    6.705104894    6.870232905
    0.320000000    6.699072222    6.703160466    6.868245349
    0.330000000    6.697093658    6.701166108    6.866206582
    0.340000000    6.695065750    6.699122089    6.864116865
    0.350000000    6.692988763    6.697028680    6.861976463
    0.360000000    6.690862964    6.694886159    6.859785645
    0.370000000    6.688688629    6.692694804    6.857544686
    0.380000000    6.686466033    6.690454903    6.855253863
    0.390000000    6.684195458    6.688166743    6.852913458
    0.400000000    6.681877191    6.685830618    6.850523758
    0.410000000    6.679511521    6.683446825    6.848085054
    0.420000000    6.677098741    6.681015666    6.845597640
    0.430000000    6.674639150    6.678537447    6.843061814
    0.440000000    6.672133048    6.676012476    6.840477880
    0.450000000    6.669580741    6.673441066    6.837846142
    0.460000000    6.666982537    6.670823533    6.835166910
    0.470000000    6.664338748    6.668160198    6.832440499
    0.480000000    6.661649691    6.665451383    6.829667223
    0.490000000    6.658915682    6.662697416    6.826847403
    0.500000000    6.656137044    6.659898625    6.823981363
    0.510000000    6.653314103    6.657055342    6.821069428
    0.520000000    6.650447184    6.654167904    6.818111927
    0.530000000    6.647536619    6.651236649    6.815109193
    0.540000000    6.644582742    6.648261916    6.812061560
    0.550000000    6.641585886    6.645244050    6.808969365
    0.560000000    6.638546391    6.642183396    6.805832949
    0.570000000    6.635464596    6.639080301    6.802652652
    0.580000000    6.632340844    6.635935115    6.799428821
    0.590000000    6.629175480    6.632748191    6.796161800
    0.600000000    6.625968849    6.629519881    6.792851939
    0.610000000    6.622721301    6.626250543    6.789499589
    0.620000000    6.619433184    6.622940531    6.786105102
    0.630000000    6.616104851    6.619590207    6.782668831
    0.640000000    6.612736654    6.616199928    6.779191132
    0.650000000    6.609328948    6.612770057    6.775672362
    0.660000000    6.605882089    6.609300956    6.772112880
    0.670000000    6.602396432    6.605792989    6.768513045
    0.680000000    6.598872337    6.602246520    6.764873218
    0.690000000    6.595310161    6.598661914    6.761193761
    0.700000000    6.591710264    6.595039537    6.757475036
    0.710000000    6.588073006    6.591379756    6.753717407
    0.720000000    6.584398747    6.587682938    6.749921238
    0.730000000    6.580687851    6.583949451    6.746086893
    0.740000000    6.576940677    6.580179662    6.742214739
    0.750000000    6.573157588    6.576373939    6.738305141
    0.760000000    6.569338946    6.572532650    6.734358465
    0.770000000    6.565485114    6.568656164    6.730375078
    0.780000000    6.561596454    6.564744848    6.726355345
    0.790000000    6.557673327    6.560799071    6.722299633
    0.800000000    6.553716097    6.556819199    6.718208309
    0.810000000    6.549725125    6.552805600    6.714081739
    0.820000000    6.545700773    6.548758640    6.709920288
    0.830000000    6.541643402    6.544678686    6.705724324
    0.840000000    6.537553371    6.540566104    6.701494211
    0.850000000    6.533431043    6.536421258    6.697230314
    0.860000000    6.529276775    6.532244512    6.692932997
    0.870000000    6.525090926    6.528036230    6.688602624
    0.880000000    6.520873855    6.523796773    6.684239559
    0.890000000    6.516625918    6.519526503    6.679844163
    0.900000000    6.512347471    6.515225781    6.675416798
    0.910000000    6.508038869    6.510894965    6.670957824
    0.920000000    6.503700467    6.506534414    6.666467602
    0.930000000    6.499332616    6.502144483    6.661946489
    0.940000000    6.494935669    6.497725528    6.657394843
    0.950000000    6.490509976    6.493277904    6.652813021
    0.960000000    6.486055885    6.488801962    6.648201377
    0.970000000    6.481573744    6.484298054    6.643560264
    0.980000000    6.477063900    6.479766528    6.638890037
    0.990000000    6.472526696    6.475207733    6.634191044
    1.000000000    6.467962477    6.470622015    6.629463637
    1.010000000    6.463371582    6.466009718    6.624708163
    1.020000000    6.458754353    6.461371185    6.619924969
    1.030000000    6.454111127    6.456706757    6.615114399
    1.040000000    6.449442241    6.452016772    6.610276798
    1.050000000    6.444748029    6.447301568    6.605412506
    1.060000000    6.440028825    6.442561480    6.600521863
    1.070000000    6.435284958    6.437796841    6.595605208
    1.080000000    6.430516758    6.433007982    6.590662877
    1.090000000    6.425724552    6.428195233    6.585695205
    1.100000000    6.420908665    6.423358921    6.580702524
    1.110000000    6.416069421    6.418499371    6.575685165
    1.120000000    6.411207140    6.413616905    6.570643457
    1.130000000    6.406322142    6.408711845    6.565577726
    1.140000000    6.401414743    6.403784509    6.560488298
    1.150000000    6.396485258    6.398835213    6.555375495
    1.160000000    6.391534001    6.393864272    6.550239638
    1.170000000    6.386561280    6.388871997    6.545081045
    1.180000000    6.381567406    6.383858698    6.539900034
    1.190000000    6.376552683    6.378824683    6.534696918
    1.200000000    6.371517416    6.373770257    6.529472011
    1.210000000    6.366461907    6.368695721    6.524225621
    1.220000000    6.361386455    6.363601378    6.518958057
    1.230000000    6.356291357    6.358487523    6.513669625
    1.240000000    6.351176908    6.353354454    6.508360629
    1.250000000    6.346043400    6.348202464    6.503031369
    1.260000000    6.340891124    6.343031843    6.497682144
    1.270000000    6.335720368    6.337842880    6.492313252
    1.280000000    6.330531416    6.332635861    6.486924986
    1.290000000    6.325324554    6.327411071    6.481517640
    1.300000000    6.320100060    6.322168789    6.476091503
    1.310000000    6.314858214    6.316909295    6.470646862
    1.320000000    6.309599293    6.311632865    6.465184003
    1.330000000    6.304323569    6.306339774    6.459703210
    1.340000000    6.299031314    6.301030293    6.454204762
    1.350000000    6.293722797    6.295704691    6.448688938
    1.360000000    6.288398285    6.290363235    6.443156014
    1.370000000    6.283058042    6.285006189    6.437606264
    1.380000000    6.277702331    6.279633816    6.432039959
    1.390000000    6.272331410    6.274246373    6.426457369
    1.400000000    6.266945536    6.268844120    6.420858759
    1.410000000    6.261544965    6.263427309    6.415244395
    1.420000000    6.256129949    6.257996194    6.409614538
    1.430000000    6.250700738    6.252551025    6.403969448
    1.440000000    6.245257579    6.247092047    6.398309383
    1.450000000    6.239800719    6.241619508    6.392634598
    1.460000000    6.234330399    6.236133648    6.386945345
    1.470000000    6.228846861    6.230634709    6.381241875
    1.480000000    6.223350342    6.225122928    6.375524435
    1.490000000    6.217841080    6.219598541    6.369793273
    1.500000000    6.212319307    6.214061781    6.364048631
    1.510000000    6.206785254    6.208512878    6.358290750
    1.520000000    6.201239152    6.202952062    6.352519870
    1.530000000    6.195681225    6.197379558    6.346736227
    1.540000000    6.190111700    6.191795590    6.340940055
    1.550000000    6.184530798    6.186200379    6.335131587
    1.560000000    6.178938739    6.180594145    6.329311053
    1.570000000    6.173335740    6.174977105    6.323478680
    1.580000000    6.167722018    6.169349474    6.317634694
    1.590000000    6.162097784    6.163711464    6.311779318
    1.600000000    6.156463251    6.158063284    6.305912772
    1.610000000    6.150818627    6.152405144    6.300035277
    1.620000000    6.145164118    6.146737248    6.294147047
    1.630000000    6.139499929    6.141059801    6.288248298
    1.640000000    6.133826262    6.135373004    6.282339242
    1.650000000    6.128143317    6.129677056    6.276420090
    1.660000000    6.122451292    6.123972154    6.270491048
    1.670000000    6.116750383    6.118258494    6.264552324
    1.680000000    6.111040783    6.112536267    6.258604120
    1.690000000    6.105322685    6.106805664    6.252646638
    1.700000000    6.099596277    6.101066875    6.246680079
    1.710000000    6.093861747    6.095320086    6.240704638
    1.720000000    6.088119281    6.089565481    6.234720513
    1.730000000    6.082369062    6.083803243    6.228727896
    1.740000000    6.076611271    6.078033552    6.222726978
    1.750000000    6.070846088    6.072256587    6.216717950
    1.760000000    6.065073690    6.066472524    6.210700997
    1.770000000    6.059294252    6.060681538    6.204676306
    1.780000000    6.053507948    6.054883800    6.198644061
    1.790000000    6.047714950    6.049079482    6.192604442
    1.800000000    6.041915426    6.043268752    6.186557629
    1.810000000    6.036109546    6.037451778    6.180503799
    1.820000000    6.030297473    6.031628723    6.174443129
    1.830000000    6.024479374    6.025799751    6.168375791
    1.840000000    6.018655409    6.019965023    6.162301959
    1.850000000    6.012825739    6.014124698    6.156221801
    1.860000000    6.006990522    6.008278933    6.150135487
    1.870000000    6.001149915    6.002427885    6.144043182
    1.880000000    5.995304073    5.996571707    6.137945051
    1.890000000    5.989453148    5.990710552    6.131841256
    1.900000000    5.983597293    5.984844569    6.125731960
    1.910000000    5.977736656    5.978973907    6.119617320
    1.920000000    5.971871386    5.973098713    6.113497494
    1.930000000    5.966001628    5.967219132    6.107372639
    1.940000000    5.960127528    5.961335308    6.101242907
    1.950000000    5.954249227    5.955447382    6.095108452
    1.960000000    5.948366868    5.949555495    6.088969423
    1.970000000    5.942480589    5.943659786    6.082825970
    1.980000000    5.936590528    5.937760390    6.076678240
    1.990000000    5.930696822    5.931857444    6.070526379
    2.000000000    5.924799606    5.925951081    6.064370530
    2.010000000    5.918899011    5.920041433    6.058210835
    2.020000000    5.912995171    5.914128631    6.052047436
    2.030000000    5.907088215    5.908212804    6.045880472
    2.040000000    5.901178271    5.902294080    6.039710081
    2.050000000    5.895265466    5.896372584    6.033536397
    2.060000000    5.889349927    5.890448441    6.027359557
    2.070000000    5.883431776    5.884521774    6.021179692
    2.080000000    5.877511136    5.878592704    6.014996935
    2.090000000    5.871588129    5.872661353    6.008811415
    2.100000000    5.865662874    5.866727839    6.002623262
    2.110000000    5.859735489    5.860792278    5.996432601
    2.120000000    5.853806091    5.854854787    5.990239558
    2.130000000    5.847874796    5.848915481    5.984044259
    2.140000000    5.841941718    5.842974472    5.977846825
    2.150000000    5.836006969    5.837031873    5.971647377
    2.160000000    5.830070660    5.831087794    5.965446037
    2.170000000    5.824132903    5.825142344    5.959242922
    2.180000000    5.818193805    5.819195631    5.953038150
