# energy grid [eV]     epsr_x  epsr_y  epsr_z
# plasmon frequences [eV]:    17.798585469   17.798811803   17.823081689
    0.050000000    6.877291123    6.881666151    7.045709159
    0.060000000    6.877590823    6.881968459    7.046017686
    0.070000000    6.877945113    6.882325833    7.046382408
    0.080000000    6.878354042    6.882738327    7.046803376
    0.090000000    6.878817670    6.883206000    7.047280645
    0.100000000    6.879336060    6.883728918    7.047814283
    0.110000000    6.879909286    6.884307158    7.048404361
    0.120000000    6.880537429    6.884940803    7.049050960
    0.130000000    6.881220578    6.885629945    7.049754170
    0.140000000    6.881958829    6.886374683    7.050514086
    0.150000000    6.882752288    6.887175127    7.051330814
    0.160000000    6.883601067    6.888031392    7.052204466
    0.170000000    6.884505286    6.888943604    7.053135162
    0.180000000    6.885465076    6.889911896    7.054123033
    0.190000000    6.886480573    6.890936409    7.055168214
    0.200000000    6.887551923    6.892017295    7.056270851
    0.210000000    6.888679280    6.893154713    7.057431097
    0.220000000    6.889862807    6.894348831    7.058649116
    0.230000000    6.891102673    6.895599825    7.059925078
    0.240000000    6.892399061    6.896907882    7.061259162
    0.250000000    6.893752157    6.898273196    7.062651557
    0.260000000    6.895162159    6.899695973    7.064102458
    0.270000000    6.896629274    6.901176425    7.065612073
    0.280000000    6.898153717    6.902714776    7.067180616
    0.290000000    6.899735713    6.904311258    7.068808312
    0.300000000    6.901375497    6.905966114    7.070495394
    0.310000000    6.903073310    6.907679596    7.072242105
    0.320000000    6.904829408    6.909451966    7.074048697
    0.330000000    6.906644053    6.911283498    7.075915434
    0.340000000    6.908517517    6.913174473    7.077842586
    0.350000000    6.910450085    6.915125186    7.079830437
    0.360000000    6.912442049    6.917135941    7.081879279
    0.370000000    6.914493714    6.919207053    7.083989414
    0.380000000    6.916605394    6.921338848    7.086161157
    0.390000000    6.918777414    6.923531664    7.088394831
    0.400000000    6.921010111    6.925785850    7.090690772
    0.410000000    6.923303833    6.928101767    7.093049326
    0.420000000    6.925658938    6.930479789    7.095470851
    0.430000000    6.928075797    6.932920301    7.097955716
    0.440000000    6.930554795    6.935423700    7.100504302
    0.450000000    6.933096324    6.937990397    7.103117003
    0.460000000    6.935700793    6.940620816    7.105794224
    0.470000000    6.938368623    6.943315394    7.108536383
    0.480000000    6.941100246    6.946074583    7.111343912
    0.490000000    6.943896108    6.948898846    7.114217255
    0.500000000    6.946756671    6.951788663    7.117156870
    0.510000000    6.949682407    6.954744529    7.120163227
    0.520000000    6.952673806    6.957766951    7.123236813
    0.530000000    6.955731369    6.960856454    7.126378127
    0.540000000    6.958855615    6.964013579    7.129587685
    0.550000000    6.962047077    6.967238882    7.132866015
    0.560000000    6.965306304    6.970532936    7.136213664
    0.570000000    6.968633860    6.973896331    7.139631193
    0.580000000    6.972030327    6.977329675    7.143119179
    0.590000000    6.975496303    6.980833594    7.146678216
    0.600000000    6.979032405    6.984408731    7.150308917
    0.610000000    6.982639265    6.988055750    7.154011909
    0.620000000    6.986317536    6.991775334    7.157787841
    0.630000000    6.990067888    6.995568187    7.161637377
    0.640000000    6.993891012    6.999435031    7.165561204
    0.650000000    6.997787619    7.003376613    7.169560025
    0.660000000    7.001758438    7.007393699    7.173634566
    0.670000000    7.005804223    7.011487080    7.177785572
    0.680000000    7.009925747    7.015657568    7.182013810
    0.690000000    7.014123806    7.019906003    7.186320070
    0.700000000    7.018399220    7.024233245    7.190705164
    0.710000000    7.022752832    7.028640183    7.195169926
    0.720000000    7.027185510    7.033127733    7.199715218
    0.730000000    7.031698148    7.037696835    7.204341923
    0.740000000    7.036291664    7.042348462    7.209050951
    0.750000000    7.040967006    7.047083613    7.213843240
    0.760000000    7.045725149    7.051903318    7.218719755
    0.770000000    7.050567095    7.056808639    7.223681488
    0.780000000    7.055493878    7.061800670    7.228729461
    0.790000000    7.060506562    7.066880540    7.233864726
    0.800000000    7.065606245    7.072049412    7.239088368
    0.810000000    7.070794054    7.077308483    7.244401503
    0.820000000    7.076071154    7.082658992    7.249805280
    0.830000000    7.081438744    7.088102214    7.255300885
    0.840000000    7.086898061    7.093639464    7.260889538
    0.850000000    7.092450377    7.099272101    7.266572498
    0.860000000    7.098097007    7.105001527    7.272351060
    0.870000000    7.103839306    7.110829188    7.278226563
    0.880000000    7.109678671    7.116756578    7.284200385
    0.890000000    7.115616543    7.122785242    7.290273948
    0.900000000    7.121654411    7.128916773    7.296448720
    0.910000000    7.127793810    7.135152819    7.302726214
    0.920000000    7.134036326    7.141495082    7.309107993
    0.930000000    7.140383595    7.147945325    7.315595671
    0.940000000    7.146837308    7.154505367    7.322190913
    0.950000000    7.153399212    7.161177092    7.328895440
    0.960000000    7.160071113    7.167962452    7.335711030
    0.970000000    7.166854877    7.174863463    7.342639520
    0.980000000    7.173752434    7.181882216    7.349682811
    0.990000000    7.180765780    7.189020876    7.356842865
    1.000000000    7.187896982    7.196281687    7.364121716
    1.010000000    7.195148176    7.203666975    7.371521466
    1.020000000    7.202521577    7.211179152    7.379044292
    1.030000000    7.210019477    7.218820721    7.386692446
    1.040000000    7.217644252    7.226594277    7.394468264
    1.050000000    7.225398363    7.234502519    7.402374164
    1.060000000    7.233284362    7.242548248    7.410412655
    1.070000000    7.241304899    7.250734374    7.418586335
    1.080000000    7.249462720    7.259063923    7.426897904
    1.090000000    7.257760678    7.267540044    7.435350160
    1.100000000    7.266201735    7.276166013    7.443946011
    1.110000000    7.274788968    7.284945241    7.452688476
    1.120000000    7.283525576    7.293881280    7.461580693
    1.130000000    7.292414887    7.302977834    7.470625924
    1.140000000    7.301460362    7.312238766    7.479827564
    1.150000000    7.310665604    7.321668105    7.489189145
    1.160000000    7.320034366    7.331270058    7.498714343
    1.170000000    7.329570557    7.341049020    7.508406991
    1.180000000    7.339278256    7.351009586    7.518271082
    1.190000000    7.349161714    7.361156561    7.528310780
    1.200000000    7.359225370    7.371494974    7.538530434
    1.210000000    7.369473861    7.382030095    7.548934580
    1.220000000    7.379912032    7.392767444    7.559527960
    1.230000000    7.390544947    7.403712812    7.570315533
    1.240000000    7.401377908    7.414872278    7.581302483
    1.250000000    7.412416465    7.426252228    7.592494240
    1.260000000    7.423666433    7.437859374    7.603896491
    1.270000000    7.435133910    7.449700780    7.615515198
    1.280000000    7.446825293    7.461783884    7.627356615
    1.290000000    7.458747302    7.474116524    7.639427309
    1.300000000    7.470906997    7.486706970    7.651734180
    1.310000000    7.483311803    7.499563956    7.664284482
    1.320000000    7.495969539    7.512696710    7.677085852
    1.330000000    7.508888439    7.526114998    7.690146333
    1.340000000    7.522077190    7.539829162    7.703474405
    1.350000000    7.535544958    7.553850167    7.717079018
    1.360000000    7.549301429    7.568189653    7.730969623
    1.370000000    7.563356844    7.582859987    7.745156217
    1.380000000    7.577722047    7.597874328    7.759649376
    1.390000000    7.592408531    7.613246694    7.774460312
    1.400000000    7.607428488    7.628992036    7.789600911
    1.410000000    7.622794868    7.645126322    7.805083801
    1.420000000    7.638521446    7.661666628    7.820922405
    1.430000000    7.654622886    7.678631247    7.837131010
    1.440000000    7.671114823    7.696039797    7.853724848
    1.450000000    7.688013951    7.713913353    7.870720172
    1.460000000    7.705338114    7.732274594    7.888134351
    1.470000000    7.723106417    7.751147959    7.905985975
    1.480000000    7.741339345    7.770559835    7.924294968
    1.490000000    7.760058898    7.790538760    7.943082716
    1.500000000    7.779288737    7.811115656    7.962372211
    1.510000000    7.799054359    7.832324091    7.982188214
    1.520000000    7.819383280    7.854200579    8.002557432
    1.530000000    7.840305257    7.876784921    8.023508728
    1.540000000    7.861852523    7.900120589    8.045073346
    1.550000000    7.884060070    7.924255172    8.067285176
    1.560000000    7.906965955    7.949240883    8.090181050
    1.570000000    7.930611660    7.975135139    8.113801077
    1.580000000    7.955042496    8.002001227    8.138189025
    1.590000000    7.980308068    8.029909078    8.163392766
    1.600000000    8.006462807    8.058936148    8.189464771
    1.610000000    8.033566576    8.089168438    8.216462686
