# Ecut(Ry)	VBM(eV)		CBM(eV)		Gap(eV)
20		10.5253		13.0997		2.5744
30		10.2846		13.1364		2.8518
40		9.8366		13.0869		3.2503
50		9.6847		13.0574		3.3727
60		9.6767		13.0561		3.3794
70		9.6646		13.0540		3.3894
80		9.6621		13.0536		3.3915
90		9.6617		13.0535		3.3918
100		9.6608		13.0533		3.3925
110		9.6606		13.0533		3.3927
120		9.6606		13.0533		3.3927
