# Ecut(Ry)	Energy(Ry)
20		-611.51331969
30		-612.15398126
40		-612.36148804
50		-612.42044153
60		-612.42358705
70		-612.42852096
80		-612.42964869
90		-612.42985783
100		-612.43025956
110		-612.43042082
120		-612.43048233
