# energy grid [eV]     epsi_x  epsi_y  epsi_z
#
    0.050000000    0.001325837    0.001370041    0.001379955
    0.060000000    0.001591391    0.001644476    0.001656343
    0.070000000    0.001857158    0.001919144    0.001932946
    0.080000000    0.002123171    0.002194086    0.002209803
    0.090000000    0.002389468    0.002469338    0.002486949
    0.100000000    0.002656083    0.002744943    0.002764420
    0.110000000    0.002923053    0.003020938    0.003042255
    0.120000000    0.003190413    0.003297365    0.003320489
    0.130000000    0.003458201    0.003574263    0.003599159
    0.140000000    0.003726452    0.003851672    0.003878304
    0.150000000    0.003995204    0.004129634    0.004157961
    0.160000000    0.004264493    0.004408190    0.004438167
    0.170000000    0.004534358    0.004687380    0.004718961
    0.180000000    0.004804834    0.004967246    0.005000381
    0.190000000    0.005075962    0.005247831    0.005282466
    0.200000000    0.005347777    0.005529176    0.005565256
    0.210000000    0.005620321    0.005811326    0.005848788
    0.220000000    0.005893630    0.006094322    0.006133104
    0.230000000    0.006167746    0.006378210    0.006418244
    0.240000000    0.006442706    0.006663033    0.006704247
    0.250000000    0.006718553    0.006948836    0.006991156
    0.260000000    0.006995327    0.007235664    0.007279012
    0.270000000    0.007273068    0.007523565    0.007567857
    0.280000000    0.007551819    0.007812583    0.007857734
    0.290000000    0.007831621    0.008102767    0.008148685
    0.300000000    0.008112519    0.008394164    0.008440754
    0.310000000    0.008394555    0.008686823    0.008733987
    0.320000000    0.008677773    0.008980794    0.009028426
    0.330000000    0.008962218    0.009276126    0.009324120
    0.340000000    0.009247935    0.009572872    0.009621112
    0.350000000    0.009534972    0.009871082    0.009919451
    0.360000000    0.009823373    0.010170809    0.010219184
    0.370000000    0.010113188    0.010472107    0.010520360
    0.380000000    0.010404464    0.010775031    0.010823027
    0.390000000    0.010697251    0.011079637    0.011127237
    0.400000000    0.010991598    0.011385981    0.011433039
    0.410000000    0.011287558    0.011694120    0.011740487
    0.420000000    0.011585182    0.012004115    0.012049632
    0.430000000    0.011884522    0.012316025    0.012360528
    0.440000000    0.012185633    0.012629911    0.012673232
    0.450000000    0.012488570    0.012945836    0.012987797
    0.460000000    0.012793389    0.013263865    0.013304282
    0.470000000    0.013100148    0.013584062    0.013622744
    0.480000000    0.013408904    0.013906495    0.013943243
    0.490000000    0.013719717    0.014231232    0.014265840
    0.500000000    0.014032650    0.014558343    0.014590595
    0.510000000    0.014347763    0.014887899    0.014917574
    0.520000000    0.014665120    0.015219974    0.015246839
    0.530000000    0.014984787    0.015554644    0.015578458
    0.540000000    0.015306831    0.015891984    0.015912497
