# energy grid [eV]     epsr_x  epsr_y  epsr_z
# plasmon frequences [eV]:    17.395240756   17.800513782   17.724528565
    0.050000000    5.798422167    6.660084150    6.519734967
    0.060000000    5.798571002    6.660295914    6.519924036
    0.070000000    5.798746920    6.660546215    6.520147509
    0.080000000    5.798949931    6.660835071    6.520405399
    0.090000000    5.799180046    6.661162502    6.520697721
    0.100000000    5.799437281    6.661528532    6.521024495
    0.110000000    5.799721650    6.661933186    6.521385738
    0.120000000    5.800033171    6.662376491    6.521781475
    0.130000000    5.800371861    6.662858480    6.522211728
    0.140000000    5.800737743    6.663379186    6.522676525
    0.150000000    5.801130838    6.663938646    6.523175893
    0.160000000    5.801551169    6.664536899    6.523709864
    0.170000000    5.801998763    6.665173987    6.524278469
    0.180000000    5.802473645    6.665849955    6.524881744
    0.190000000    5.802975846    6.666564851    6.525519725
    0.200000000    5.803505395    6.667318724    6.526192453
    0.210000000    5.804062325    6.668111629    6.526899968
    0.220000000    5.804646669    6.668943621    6.527642314
    0.230000000    5.805258464    6.669814759    6.528419536
    0.240000000    5.805897745    6.670725105    6.529231682
    0.250000000    5.806564553    6.671674724    6.530078803
    0.260000000    5.807258928    6.672663682    6.530960951
    0.270000000    5.807980913    6.673692051    6.531878180
    0.280000000    5.808730551    6.674759902    6.532830548
    0.290000000    5.809507888    6.675867313    6.533818112
    0.300000000    5.810312973    6.677014363    6.534840935
    0.310000000    5.811145854    6.678201133    6.535899080
    0.320000000    5.812006583    6.679427709    6.536992612
    0.330000000    5.812895213    6.680694178    6.538121600
    0.340000000    5.813811799    6.682000632    6.539286115
    0.350000000    5.814756397    6.683347164    6.540486229
    0.360000000    5.815729067    6.684733871    6.541722017
    0.370000000    5.816729867    6.686160854    6.542993557
    0.380000000    5.817758861    6.687628216    6.544300928
    0.390000000    5.818816113    6.689136063    6.545644213
    0.400000000    5.819901687    6.690684505    6.547023497
    0.410000000    5.821015653    6.692273654    6.548438866
    0.420000000    5.822158080    6.693903627    6.549890409
    0.430000000    5.823329040    6.695574542    6.551378220
    0.440000000    5.824528605    6.697286522    6.552902392
    0.450000000    5.825756853    6.699039693    6.554463022
    0.460000000    5.827013859    6.700834182    6.556060209
    0.470000000    5.828299704    6.702670124    6.557694056
    0.480000000    5.829614470    6.704547653    6.559364667
    0.490000000    5.830958239    6.706466909    6.561072150
    0.500000000    5.832331098    6.708428034    6.562816613
    0.510000000    5.833733133    6.710431175    6.564598170
    0.520000000    5.835164435    6.712476480    6.566416934
    0.530000000    5.836625096    6.714564103    6.568273025
    0.540000000    5.838115209    6.716694201    6.570166562
    0.550000000    5.839634871    6.718866933    6.572097668
    0.560000000    5.841184179    6.721082465    6.574066469
    0.570000000    5.842763235    6.723340964    6.576073094
    0.580000000    5.844372141    6.725642601    6.578117675
    0.590000000    5.846011001    6.727987551    6.580200345
    0.600000000    5.847679924    6.730375995    6.582321241
    0.610000000    5.849379017    6.732808114    6.584480505
    0.620000000    5.851108394    6.735284095    6.586678277
    0.630000000    5.852868168    6.737804130    6.588914706
    0.640000000    5.854658456    6.740368414    6.591189939
    0.650000000    5.856479376    6.742977146    6.593504128
    0.660000000    5.858331049    6.745630528    6.595857429
    0.670000000    5.860213600    6.748328768    6.598249999
    0.680000000    5.862127155    6.751072078    6.600681999
    0.690000000    5.864071841    6.753860674    6.603153595
    0.700000000    5.866047791    6.756694776    6.605664954
    0.710000000    5.868055138    6.759574608    6.608216246
    0.720000000    5.870094019    6.762500400    6.610807645
    0.730000000    5.872164572    6.765472386    6.613439330
    0.740000000    5.874266939    6.768490804    6.616111480
    0.750000000    5.876401265    6.771555896    6.618824280
    0.760000000    5.878567696    6.774667910    6.621577918
    0.770000000    5.880766383    6.777827100    6.624372585
    0.780000000    5.882997478    6.781033722    6.627208475
    0.790000000    5.885261137    6.784288038    6.630085787
    0.800000000    5.887557519    6.787590316    6.633004722
    0.810000000    5.889886784    6.790940829    6.635965487
    0.820000000    5.892249097    6.794339853    6.638968290
    0.830000000    5.894644625    6.797787672    6.642013345
    0.840000000    5.897073540    6.801284574    6.645100868
    0.850000000    5.899536013    6.804830852    6.648231081
    0.860000000    5.902032223    6.808426805    6.651404208
    0.870000000    5.904562349    6.812072739    6.654620478
    0.880000000    5.907126574    6.815768963    6.657880123
    0.890000000    5.909725085    6.819515793    6.661183381
    0.900000000    5.912358071    6.823313552    6.664530493
    0.910000000    5.915025725    6.827162566    6.667921704
    0.920000000    5.917728245    6.831063171    6.671357264
    0.930000000    5.920465830    6.835015706    6.674837426
    0.940000000    5.923238684    6.839020518    6.678362450
    0.950000000    5.926047014    6.843077959    6.681932598
    0.960000000    5.928891032    6.847188389    6.685548137
    0.970000000    5.931770952    6.851352173    6.689209340
    0.980000000    5.934686992    6.855569684    6.692916484
    0.990000000    5.937639376    6.859841301    6.696669851
    1.000000000    5.940628328    6.864167410    6.700469726
    1.010000000    5.943654080    6.868548405    6.704316401
    1.020000000    5.946716866    6.872984686    6.708210174
    1.030000000    5.949816925    6.877476662    6.712151344
    1.040000000    5.952954498    6.882024746    6.716140220
    1.050000000    5.956129834    6.886629363    6.720177113
    1.060000000    5.959343182    6.891290943    6.724262341
    1.070000000    5.962594800    6.896009924    6.728396225
    1.080000000    5.965884947    6.900786754    6.732579096
    1.090000000    5.969213888    6.905621886    6.736811287
    1.100000000    5.972581892    6.910515783    6.741093137
    1.110000000    5.975989234    6.915468918    6.745424992
    1.120000000    5.979436192    6.920481771    6.749807204
    1.130000000    5.982923052    6.925554830    6.754240130
    1.140000000    5.986450100    6.930688594    6.758724134
    1.150000000    5.990017633    6.935883570    6.763259586
    1.160000000    5.993625948    6.941140274    6.767846862
    1.170000000    5.997275351    6.946459233    6.772486345
    1.180000000    6.000966151    6.951840982    6.777178425
    1.190000000    6.004698664    6.957286068    6.781923497
    1.200000000    6.008473211    6.962795046    6.786721964
    1.210000000    6.012290119    6.968368483    6.791574237
    1.220000000    6.016149721    6.974006956    6.796480733
    1.230000000    6.020052354    6.979711053    6.801441875
    1.240000000    6.023998364    6.985481371    6.806458096
    1.250000000    6.027988102    6.991318522    6.811529834
    1.260000000    6.032021925    6.997223126    6.816657536
    1.270000000    6.036100196    7.003195818    6.821841657
    1.280000000    6.040223285    7.009237241    6.827082660
    1.290000000    6.044391570    7.015348054    6.832381014
    1.300000000    6.048605435    7.021528927    6.837737200
    1.310000000    6.052865269    7.027780542    6.843151704
    1.320000000    6.057171470    7.034103595    6.848625022
    1.330000000    6.061524445    7.040498795    6.854157659
    1.340000000    6.065924605    7.046966866    6.859750129
    1.350000000    6.070372371    7.053508544    6.865402955
    1.360000000    6.074868170    7.060124580    6.871116668
    1.370000000    6.079412439    7.066815740    6.876891810
    1.380000000    6.084005621    7.073582805    6.882728932
    1.390000000    6.088648169    7.080426571    6.888628597
    1.400000000    6.093340543    7.087347849    6.894591374
    1.410000000    6.098083213    7.094347467    6.900617846
    1.420000000    6.102876657    7.101426269    6.906708605
    1.430000000    6.107721363    7.108585116    6.912864254
    1.440000000    6.112617826    7.115824887    6.919085407
    1.450000000    6.117566553    7.123146476    6.925372689
    1.460000000    6.122568059    7.130550797    6.931726737
    1.470000000    6.127622871    7.138038783    6.938148199
