# Ecut(Ry)	VBM(eV)		CBM(eV)		Gap(eV)
10		17.4669		16.8152		-.6517
20		12.5878		13.5663		.9785
30		11.6821		14.0717		2.3896
40		10.8407		14.0404		3.1997
60		10.5975		13.9914		3.3939
65		10.5908		13.9899		3.3991
70		10.5922		13.9900		3.3978
75		10.5918		13.9896		3.3978
80		10.5917		13.9896		3.3979
100		10.5916		13.9895		3.3979
120		10.5915		13.9894		3.3979
