# Ecut(Ry)	Energy(Ry)
10		-268.32603453
20		-301.72235174
30		-329.34608572
40		-342.34735633
60		-347.42097892
65		-347.49607793
70		-347.51614942
75		-347.52045900
80		-347.52113560
100		-347.52126749
120		-347.52146381
