# energy grid [eV]     epsr_x  epsr_y  epsr_z
# plasmon frequences [eV]:    17.798745703   17.798972101   17.823247268
    0.050000000    6.924003834    6.928394723    7.093307975
    0.060000000    6.924303560    6.928697057    7.093616529
    0.070000000    6.924657880    6.929054463    7.093981283
    0.080000000    6.925066846    6.929466992    7.094402287
    0.090000000    6.925530514    6.929934705    7.094879598
    0.100000000    6.926048949    6.930457669    7.095413282
    0.110000000    6.926622226    6.931035959    7.096003411
    0.120000000    6.927250424    6.931669659    7.096650067
    0.130000000    6.927933632    6.932358860    7.097353338
    0.140000000    6.928671948    6.933103663    7.098113320
    0.150000000    6.929465476    6.933904176    7.098930119
    0.160000000    6.930314329    6.934760516    7.099803846
    0.170000000    6.931218627    6.935672806    7.100734624
    0.180000000    6.932178500    6.936641182    7.101722580
    0.190000000    6.933194086    6.937665784    7.102767851
    0.200000000    6.934265529    6.938746763    7.103870583
    0.210000000    6.935392984    6.939884279    7.105030931
    0.220000000    6.936576613    6.941078499    7.106249055
    0.230000000    6.937816587    6.942329601    7.107525126
    0.240000000    6.939113087    6.943637770    7.108859325
    0.250000000    6.940466300    6.945003201    7.110251839
    0.260000000    6.941876424    6.946426100    7.111702866
    0.270000000    6.943343665    6.947906678    7.113212610
    0.280000000    6.944868240    6.949445160    7.114781288
    0.290000000    6.946450372    6.951041779    7.116409123
    0.300000000    6.948090296    6.952696775    7.118096349
    0.310000000    6.949788255    6.954410403    7.119843209
    0.320000000    6.951544503    6.956182924    7.121649956
    0.330000000    6.953359303    6.958014610    7.123516851
    0.340000000    6.955232928    6.959905746    7.125444167
    0.350000000    6.957165660    6.961856624    7.127432187
    0.360000000    6.959157794    6.963867548    7.129481202
    0.370000000    6.961209633    6.965938834    7.131591516
    0.380000000    6.963321492    6.968070809    7.133763443
    0.390000000    6.965493696    6.970263809    7.135997305
    0.400000000    6.967726582    6.972518183    7.138293439
    0.410000000    6.970020497    6.974834294    7.140652191
    0.420000000    6.972375800    6.977212515    7.143073919
    0.430000000    6.974792863    6.979653229    7.145558992
    0.440000000    6.977272067    6.982156836    7.148107791
    0.450000000    6.979813809    6.984723746    7.150720709
    0.460000000    6.982418496    6.987354382    7.153398153
    0.470000000    6.985086548    6.990049182    7.156140540
    0.480000000    6.987818397    6.992808598    7.158948301
    0.490000000    6.990614492    6.995633093    7.161821881
    0.500000000    6.993475290    6.998523147    7.164761738
    0.510000000    6.996401268    7.001479253    7.167768342
    0.520000000    6.999392912    7.004501921    7.170842180
    0.530000000    7.002450727    7.007591676    7.173983751
    0.540000000    7.005575228    7.010749057    7.177193570
    0.550000000    7.008766951    7.013974620    7.180472167
    0.560000000    7.012026442    7.017268939    7.183820088
    0.570000000    7.015354268    7.020632604    7.187237893
    0.580000000    7.018751010    7.024066223    7.190726160
    0.590000000    7.022217266    7.027570421    7.194285484
    0.600000000    7.025753651    7.031145842    7.197916475
    0.610000000    7.029360800    7.034793150    7.201619763
    0.620000000    7.033039365    7.038513029    7.205395996
    0.630000000    7.036790015    7.042306180    7.209245838
    0.640000000    7.040613443    7.046173327    7.213169976
    0.650000000    7.044510358    7.050115217    7.217169112
    0.660000000    7.048481490    7.054132616    7.221243974
    0.670000000    7.052527593    7.058226315    7.225395305
    0.680000000    7.056649439    7.062397126    7.229623873
    0.690000000    7.060847825    7.066645888    7.233930469
    0.700000000    7.065123571    7.070973462    7.238315902
    0.710000000    7.069477520    7.075380737    7.242781010
    0.720000000    7.073910540    7.079868628    7.247326651
    0.730000000    7.078423524    7.084438078    7.251953710
    0.740000000    7.083017391    7.089090056    7.256663098
    0.750000000    7.087693089    7.093825562    7.261455752
    0.760000000    7.092451592    7.098645628    7.266332636
    0.770000000    7.097293904    7.103551315    7.271294743
    0.780000000    7.102221057    7.108543717    7.276343095
    0.790000000    7.107234117    7.113623962    7.281478745
    0.800000000    7.112334179    7.118793213    7.286702776
    0.810000000    7.117522373    7.124052670    7.292016305
    0.820000000    7.122799862    7.129403568    7.297420481
    0.830000000    7.128167847    7.134847184    7.302916490
    0.840000000    7.133627562    7.140384833    7.308505551
    0.850000000    7.139180282    7.146017874    7.314188924
    0.860000000    7.144827321    7.151747709    7.319967905
    0.870000000    7.150570033    7.157575783    7.325843831
    0.880000000    7.156409816    7.163503592    7.331818082
    0.890000000    7.162348111    7.169532679    7.337892078
    0.900000000    7.168386407    7.175664638    7.344067288
    0.910000000    7.174526239    7.181901116    7.350345225
    0.920000000    7.180769191    7.188243817    7.356727452
    0.930000000    7.187116902    7.194694502    7.363215582
