# energy grid [eV]     ieps_x  ieps_y  ieps_z
#
    0.050000000    6.732894144    6.737263861    6.903080671
    0.060000000    6.732372867    6.736738068    6.902544004
    0.070000000    6.731784203    6.736144311    6.901937952
    0.080000000    6.731132264    6.735486740    6.901266745
    0.090000000    6.730419885    6.734768217    6.900533299
    0.100000000    6.729649033    6.733990728    6.899739635
    0.110000000    6.728821098    6.733155678    6.898887181
    0.120000000    6.727937088    6.732264086    6.897976971
    0.130000000    6.726997757    6.731316716    6.897009778
    0.140000000    6.726003687    6.730314157    6.895986196
    0.150000000    6.724955345    6.729256885    6.894906703
    0.160000000    6.723853119    6.728145295    6.893771694
    0.170000000    6.722697343    6.726979725    6.892581508
    0.180000000    6.721488316    6.725760482    6.891336446
    0.190000000    6.720226308    6.724487841    6.890036785
    0.200000000    6.718911575    6.723162065    6.888682780
    0.210000000    6.717544360    6.721783403    6.887274679
    0.220000000    6.716124901    6.720352099    6.885812718
    0.230000000    6.714653431    6.718868391    6.884297134
    0.240000000    6.713130180    6.717332517    6.882728157
    0.250000000    6.711555380    6.715744715    6.881106019
    0.260000000    6.709929263    6.714105223    6.879430955
    0.270000000    6.708252065    6.712414283    6.877703199
    0.280000000    6.706524021    6.710672138    6.875922988
    0.290000000    6.704745372    6.708879036    6.874090565
    0.300000000    6.702916363    6.707035228    6.872206173
    0.310000000    6.701037241    6.705140968    6.870270061
    0.320000000    6.699108258    6.703196516    6.868282481
    0.330000000    6.697129671    6.701202135    6.866243690
    0.340000000    6.695101740    6.699158092    6.864153949
    0.350000000    6.693024729    6.697064660    6.862013522
    0.360000000    6.690898907    6.694922115    6.859822680
    0.370000000    6.688724547    6.692730737    6.857581697
    0.380000000    6.686501928    6.690490812    6.855290849
    0.390000000    6.684231330    6.688202628    6.852950421
    0.400000000    6.681913039    6.685866480    6.850560697
    0.410000000    6.679547345    6.683482663    6.848121969
    0.420000000    6.677134542    6.681051481    6.845634530
    0.430000000    6.674674927    6.678573238    6.843098681
    0.440000000    6.672168802    6.676048243    6.840514722
    0.450000000    6.669616471    6.673476810    6.837882960
    0.460000000    6.667018244    6.670859254    6.835203704
    0.470000000    6.664374432    6.668195895    6.832477268
    0.480000000    6.661685350    6.665487057    6.829703969
    0.490000000    6.658951318    6.662733066    6.826884125
    0.500000000    6.656172657    6.659934251    6.824018061
    0.510000000    6.653349692    6.657090946    6.821106102
    0.520000000    6.650482750    6.654203484    6.818148577
    0.530000000    6.647572162    6.651272205    6.815145819
    0.540000000    6.644618260    6.648297449    6.812098161
    0.550000000    6.641621381    6.645279559    6.809005943
    0.560000000    6.638581863    6.642218882    6.805869502
    0.570000000    6.635500044    6.639115763    6.802689181
    0.580000000    6.632376269    6.635970554    6.799465326
    0.590000000    6.629210881    6.632783606    6.796198281
    0.600000000    6.626004227    6.629555274    6.792888397
    0.610000000    6.622756656    6.626285911    6.789536022
    0.620000000    6.619468516    6.622975877    6.786141511
    0.630000000    6.616140159    6.619625528    6.782705216
    0.640000000    6.612771939    6.616235227    6.779227493
    0.650000000    6.609364210    6.612805332    6.775708699
    0.660000000    6.605917327    6.609336208    6.772149193
    0.670000000    6.602431647    6.605828217    6.768549335
    0.680000000    6.598907528    6.602281725    6.764909484
    0.690000000    6.595345329    6.598697095    6.761230002
    0.700000000    6.591745408    6.595074695    6.757511254
    0.710000000    6.588108127    6.591414891    6.753753600
    0.720000000    6.584433845    6.587718050    6.749957407
    0.730000000    6.580722925    6.583984539    6.746123039
    0.740000000    6.576975728    6.580214727    6.742250861
    0.750000000    6.573192616    6.576408981    6.738341239
    0.760000000    6.569373951    6.572567669    6.734394539
    0.770000000    6.565520095    6.568691159    6.730411128
    0.780000000    6.561631412    6.564779820    6.726391371
    0.790000000    6.557708262    6.560834019    6.722335635
    0.800000000    6.553751009    6.556854124    6.718244287
    0.810000000    6.549760014    6.552840502    6.714117693
    0.820000000    6.545735638    6.548793519    6.709956219
    0.830000000    6.541678243    6.544713542    6.705760231
    0.840000000    6.537588190    6.540600936    6.701530094
