# Ecut(Ry)	Energy(Ry)
20		-611.51384310
30		-612.15436427
40		-612.36184560
50		-612.42076527
60		-612.42391189
70		-612.42884239
80		-612.42996880
90		-612.43017776
100		-612.43057931
