# Ecut(Ry)	VBM(eV)		CBM(eV)		Gap(eV)
20		10.5114		13.1087		2.5973
30		10.2611		13.1450		2.8839
40		9.8134		13.0943		3.2809
50		9.6605		13.0646		3.4041
60		9.6524		13.0633		3.4109
70		9.6401		13.0612		3.4211
80		9.6376		13.0607		3.4231
90		9.6372		13.0606		3.4234
100		9.6363		13.0605		3.4242
