# cutoff(Ry) 	 a(A) 		 c(A) 		 c/a 		 energy(Ry)
40.0000     	3.150070    	5.134540    	1.629976    	-612.3616510817 
50.0000     	3.219430    	5.246430    	1.629615    	-612.4224070327 
60.0000     	3.218390    	5.244730    	1.629614    	-612.4250631555 
70.0000     	3.216040    	5.240410    	1.629459    	-612.4298225893 
80.0000     	3.219440    	5.245980    	1.629471    	-612.4313633117 
90.0000     	3.219470    	5.246050    	1.629475    	-612.4315434769 
100.0000    	3.219070    	5.245390    	1.629472    	-612.4319097726 
